1	The adult is photographed with a camera	There is a child present	alternation	neutral	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	The child is photographed with a camera	There is a adult present	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	The adult is in the water	The child is wet	alternation	entailment	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	The child is in the water	The adult is wet	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A adult is outside near a campfire at night	There is a child outside	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A child is outside near a campfire at night	There is a adult outside	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A young woman is looking at a adult with a binocular	A child is looked at by a woman	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A young woman is looking at a child with a binocular	A adult is looked at by a woman	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	Several people are moving towards the adult	There is a group of people near the child	alternation	entailment	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	Several people are moving towards the child	There is a group of people near the adult	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A bald man standing to the side of a adult	The man stands near a child.	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A bald man standing to the side of a child	The man stands near a adult.	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A kid fetches a adult by a tree in the yard.	a kid gets a child	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A kid fetches a child by a tree in the yard.	a kid gets a adult	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A green frog buys a adult from a stand.	There is a green frog buying a child	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A green frog buys a child from a stand.	There is a green frog buying a adult	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A adult	A child	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
1	A child	A adult	alternation	contradiction	Counter({('contradiction', 'contradiction'): 6, ('entailment', 'contradiction'): 2, ('neutral', 'contradiction'): 1})
2	The adults worldwide is photographed with a camera	There is a child present	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	The child is photographed with a camera	There is a adults worldwide present	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	The adults worldwide is in the water	The child is wet	alternation	entailment	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	The child is in the water	The adults worldwide is wet	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A adults worldwide is outside near a campfire at night	There is a child outside	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A child is outside near a campfire at night	There is a adults worldwide outside	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A young woman is looking at a adults worldwide with a binocular	A child is looked at by a woman	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A young woman is looking at a child with a binocular	A adults worldwide is looked at by a woman	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	Several people are moving towards the adults worldwide	There is a group of people near the child	alternation	entailment	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	Several people are moving towards the child	There is a group of people near the adults worldwide	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A bald man standing to the side of a adults worldwide	The man stands near a child.	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A bald man standing to the side of a child	The man stands near a adults worldwide.	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A kid fetches a adults worldwide by a tree in the yard.	a kid gets a child	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A kid fetches a child by a tree in the yard.	a kid gets a adults worldwide	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A green frog buys a adults worldwide from a stand.	There is a green frog buying a child	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A green frog buys a child from a stand.	There is a green frog buying a adults worldwide	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A adults worldwide	A child	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
2	A child	A adults worldwide	alternation	contradiction	Counter({('contradiction', 'contradiction'): 7, ('entailment', 'contradiction'): 2})
3	The adult is photographed with a camera	There is a mother present	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	The mother is photographed with a camera	There is a adult present	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	The adult is in the water	The mother is wet	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	The mother is in the water	The adult is wet	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	A adult is outside near a campfire at night	There is a mother outside	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	A mother is outside near a campfire at night	There is a adult outside	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	A young woman is looking at a adult with a binocular	A mother is looked at by a woman	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	A young woman is looking at a mother with a binocular	A adult is looked at by a woman	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	Several people are moving towards the adult	There is a group of people near the mother	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	Several people are moving towards the mother	There is a group of people near the adult	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	A bald man standing to the side of a adult	The man stands near a mother.	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	A bald man standing to the side of a mother	The man stands near a adult.	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	A kid fetches a adult by a tree in the yard.	a kid gets a mother	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	A kid fetches a mother by a tree in the yard.	a kid gets a adult	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	A green frog buys a adult from a stand.	There is a green frog buying a mother	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	A green frog buys a mother from a stand.	There is a green frog buying a adult	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
3	A adult	A mother	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
3	A mother	A adult	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	The aircraft is photographed with a camera	There is a spy plane present	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
7	The spy plane is photographed with a camera	There is a aircraft present	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	The aircraft is in the water	The spy plane is wet	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
7	The spy plane is in the water	The aircraft is wet	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	A aircraft is outside near a campfire at night	There is a spy plane outside	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
7	A spy plane is outside near a campfire at night	There is a aircraft outside	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	A young woman is looking at a aircraft with a binocular	A spy plane is looked at by a woman	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
7	A young woman is looking at a spy plane with a binocular	A aircraft is looked at by a woman	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	Several people are moving towards the aircraft	There is a group of people near the spy plane	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
7	Several people are moving towards the spy plane	There is a group of people near the aircraft	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	A bald man standing to the side of a aircraft	The man stands near a spy plane.	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
7	A bald man standing to the side of a spy plane	The man stands near a aircraft.	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	A kid fetches a aircraft by a tree in the yard.	a kid gets a spy plane	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
7	A kid fetches a spy plane by a tree in the yard.	a kid gets a aircraft	reverseentailment	entailment	Counter({('neutral', 'entailment'): 9})
7	A green frog buys a aircraft from a stand.	There is a green frog buying a spy plane	reverseentailment	neutral	Counter({('neutral', 'entailment'): 9})
