SenID	merge_tag	W1_tag	W2_tag	W1_plural	W2_plural	W1	W2
4	VP	VBZ	VBG	is	playing
4	NP	NNS	NN	outdoors	man
4	VP	VBG	VBG	playing	smiling
4	NP	n	n	young boys	man smiling
4	NP	NN	NNS	boy	outdoors
4	VP	VBZ	VBP	is	are
4	NP	NN	n	boy	young boys
4	NP	NN	NN	boy	man
4	NP	n	NN	young boys	boy
4	NP	n	n	man smiling	young boys
4	VP	VBG	VBZ	playing	is
4	NP	NNS	n	outdoors	man smiling
4	VP	VBG	VBP	playing	are
4	NP	n	NNS	young boys	outdoors
4	VP	VBG	VBG	smiling	playing
4	NP	NNS	n	outdoors	young boys
4	NP	NN	n	man	man smiling
4	NP	NN	NN	man	boy
4	NP	n	NNS	man smiling	outdoors
4	NP_rel	s:ng\np	s:ng\np	playing outdoors	smiling nearby
4	VP	VBP	VBZ	are	is
4	VP	VBG	VBZ	smiling	is
4	NP	n	NN	man smiling	man
4	NP	NNS	NN	outdoors	boy
4	VP	VBG	VBP	smiling	are
4	NP	NN	NNS	man	outdoors
4	VP	VBP	VBG	are	smiling
4	NP_rel	s:ng\np	s:ng\np	smiling nearby	playing outdoors
4	VP	VBP	VBG	are	playing
4	VP	VBZ	VBG	is	smiling
24	NP	NN	n	motorbike	skilled person
24	NP_rel	s:ng\np	(s:ng\np)\(s:ng\np)	doing tricks on a motorbike	on one wheel
24	NP_rel	s:ng\np	s:ng\np	riding a bicycle on one wheel	doing tricks on a motorbike
24	VP	VBG	VBG	doing	riding
24	VP	VBZ	VBG	is	riding
24	NP_rel	(s:ng\np)\(s:ng\np)	s:ng\np	on one wheel	doing tricks on a motorbike
24	NP	NN	NNS	bicycle	tricks
24	VP	VBG	VBZ	riding	is
24	NP	n	n	black jacket	skilled person
24	NP	n	NN	black jacket	bicycle
24	NP	NN	n	person	one wheel
24	NP	n	NNS	skilled person	tricks
24	VP	VBZ	VBG	is	doing
24	NP	NNS	n	tricks	one wheel
24	NP	n	NN	skilled person	motorbike
24	NP	n	n	one wheel	black jacket
24	NP_rel	s:ng\np	s:ng\np	doing tricks on a motorbike	riding a bicycle on one wheel
24	NP	NN	NN	bicycle	motorbike
24	NP	n	NN	one wheel	person
24	NP_rel	s:ng\np	s:ng\np	riding a bicycle	doing tricks on a motorbike
24	NP	NN	n	motorbike	one wheel
24	NP_rel	s:ng\np	s:ng\np	doing tricks on a motorbike	riding a bicycle
24	VP	VBG	VBG	riding	doing
24	NP	NN	NN	person	bicycle
24	VP	VBG	VBZ	doing	is
24	NP	n	n	black jacket	one wheel
24	NP	NN	n	person	skilled person
24	NP	NNS	n	tricks	skilled person
24	NP	NNS	NN	tricks	bicycle
24	NP	n	n	skilled person	black jacket
24	NP	NN	n	bicycle	black jacket
24	NP	NN	NN	motorbike	bicycle
24	NP	n	NN	skilled person	person
24	NP	NN	NN	bicycle	person
24	NP	n	NNS	one wheel	tricks
24	NP	n	NN	one wheel	motorbike
105	NP	NNS	NN	outdoors	gym
105	VP	VBG	VBP	doing	are
105	NP	n	NN	Four girls	gym
105	NP_rel	s:ng\np	s:ng\np	doing backbends	doing backbends in the gym
105	NP_rel	s:ng\np	s:ng\np	doing backbends and playing outdoors	doing backbends in the gym
105	VP	VBG	VBG	playing	doing
105	NP_rel	s:ng\np	s:ng\np	doing backbends in the gym	doing backbends
105	VP	VBG	VBP	playing	are
105	NP	n	n	Four children	Four girls
105	NP_rel	s:ng\np	(s:ng\np)\(s:ng\np)	doing backbends in the gym	and playing outdoors
105	NP	n	n	Four girls	Four children
105	NP	NNS	n	outdoors	Four children
105	NP_rel	s:ng\np	s:ng\np	doing backbends in the gym	playing outdoors
105	NP	NNS	NN	backbends	gym
105	NP	NN	NNS	gym	backbends
105	NP	NN	NNS	gym	outdoors
105	NP_rel	(s:ng\np)\(s:ng\np)	s:ng\np	and playing outdoors	doing backbends in the gym
105	NP	n	NNS	Four girls	backbends
105	NP	NNS	n	backbends	Four girls
105	NP_rel	s:ng\np	s:ng\np	playing outdoors	doing backbends in the gym
105	NP	NNS	NNS	outdoors	backbends
105	NP	NNS	n	backbends	Four children
105	VP	VBG	VBG	doing	playing
105	NP	n	NNS	Four children	outdoors
105	NP	NN	n	gym	Four girls
105	VP	VBP	VBG	are	playing
105	NP	n	NNS	Four children	backbends
105	NP	NNS	NNS	backbends	outdoors
105	VP	VBP	VBG	are	doing
105	NP_rel	s:ng\np	s:ng\np	doing backbends in the gym	doing backbends and playing outdoors
116	VP	VBG	VBP	throwing	are
116	NP	n	NN	Two teams	player
116	NP	n	NN	football match	ball
116	NP	n	NN	football match	player
116	VP	VBZ	VBG	is	competing
116	VP	VBZ	VBP	is	are
116	NP	NN	n	ball	football match
116	VP	VBG	VBZ	competing	is
116	VP	VBP	VBZ	are	is
116	VP	VBP	VBG	are	throwing
116	NP_rel	s:ng\np	s:ng\np	throwing the ball	competing in a football match
116	NP	NN	n	player	football match
116	NP	n	NN	Two teams	ball
116	NP	NN	n	player	Two teams
116	NP	NN	n	ball	Two teams
116	VP	VBG	VBG	competing	throwing
116	NP_rel	s:ng\np	s:ng\np	competing in a football match	throwing the ball
116	VP	VBG	VBG	throwing	competing
119	NP	n	n	Five children	wooden hut
119	NP	n	NN	wooden hut	front
119	VP	VBP	VBG	are	standing
119	NP_rel	s:ng\np	s:ng\np	standing in a wooden hut	standing in front of a wooden hut
119	NP	NN	n	front	Five children
119	NP	n	n	wooden hut	Five children
119	NP	n	NN	Five children	front
119	VP	VBG	VBP	standing	are
119	NP	NN	n	front	wooden hut
119	NP_rel	s:ng\np	s:ng\np	standing in front of a wooden hut	standing in a wooden hut
185	VP	VBZ	VBP	is	are
185	NP	NN	NN	group	restaurant
185	NP	NN	n	restaurant	Asian people
185	NP	n	NN	Few people	group
185	NP	n	n	Asian people	red tables
185	NP	NN	NN	restaurant	group
185	NP	n	n	Asian people	Few people
185	NP	n	NN	Few people	restaurant
185	NP	NN	n	group	red tables
185	NP_rel	s:ng\np	s:ng\np	eating at a restaurant	eating at red tables in a restaurant
185	NP	NN	n	group	Few people
185	NP	n	n	Few people	Asian people
185	NP	n	n	red tables	Asian people
185	NP	n	NNS	Asian people	lights
185	NP	n	NN	red tables	group
185	NP_rel	(s:ng\np)\(s:ng\np)	s:ng\np	in a restaurant	eating at a restaurant
185	NP	n	NN	red tables	restaurant
185	NP	NN	NNS	group	lights
185	VP	VBG	VBP	eating	are
